,Start,Stop,Pearson,expected-arrival
0,2017-02-24 23:31:00,2017-02-25 00:31:00,17,8
1,2017-02-24 23:32:00,2017-02-25 00:32:00,17,8
2,2017-02-24 23:33:00,2017-02-25 00:33:00,17,8
3,2017-02-24 23:34:00,2017-02-25 00:34:00,17,8
4,2017-02-24 23:35:00,2017-02-25 00:35:00,17,8
5,2017-02-24 23:36:00,2017-02-25 00:36:00,17,8
6,2017-02-24 23:37:00,2017-02-25 00:37:00,17,8
7,2017-02-24 23:38:00,2017-02-25 00:38:00,17,8
8,2017-02-24 23:39:00,2017-02-25 00:39:00,17,8
9,2017-02-24 23:40:00,2017-02-25 00:40:00,17,8
10,2017-02-24 23:41:00,2017-02-25 00:41:00,17,8
11,2017-02-24 23:42:00,2017-02-25 00:42:00,17,8
12,2017-02-24 23:43:00,2017-02-25 00:43:00,18,8
13,2017-02-24 23:44:00,2017-02-25 00:44:00,18,8
14,2017-02-24 23:45:00,2017-02-25 00:45:00,18,8
15,2017-02-24 23:46:00,2017-02-25 00:46:00,19,8
16,2017-02-24 23:47:00,2017-02-25 00:47:00,24,8
17,2017-02-24 23:48:00,2017-02-25 00:48:00,25,8
18,2017-02-24 23:49:00,2017-02-25 00:49:00,25,8
19,2017-02-24 23:50:00,2017-02-25 00:50:00,26,8
20,2017-02-24 23:51:00,2017-02-25 00:51:00,27,8
21,2017-02-24 23:52:00,2017-02-25 00:52:00,28,8
22,2017-02-24 23:53:00,2017-02-25 00:53:00,29,8
23,2017-02-24 23:54:00,2017-02-25 00:54:00,30,8
24,2017-02-24 23:55:00,2017-02-25 00:55:00,30,8
25,2017-02-24 23:56:00,2017-02-25 00:56:00,30,8
26,2017-02-24 23:57:00,2017-02-25 00:57:00,30,8
27,2017-02-24 23:58:00,2017-02-25 00:58:00,30,8
28,2017-02-24 23:59:00,2017-02-25 00:59:00,30,8
29,2017-02-25 00:00:00,2017-02-25 01:00:00,30,8
30,2017-02-25 00:01:00,2017-02-25 01:01:00,30,8
31,2017-02-25 00:02:00,2017-02-25 01:02:00,30,8
