,Start,Stop,Pearson,expected-arrival
0,2022-12-23 22:31:00,2022-12-23 23:31:00,19,8
1,2022-12-23 22:32:00,2022-12-23 23:32:00,18,8
2,2022-12-23 22:33:00,2022-12-23 23:33:00,18,8
3,2022-12-23 22:34:00,2022-12-23 23:34:00,19,8
4,2022-12-23 22:35:00,2022-12-23 23:35:00,19,8
5,2022-12-23 22:36:00,2022-12-23 23:36:00,19,8
6,2022-12-23 22:37:00,2022-12-23 23:37:00,19,8
7,2022-12-23 22:38:00,2022-12-23 23:38:00,19,8
8,2022-12-23 22:39:00,2022-12-23 23:39:00,19,8
9,2022-12-23 22:40:00,2022-12-23 23:40:00,19,8
10,2022-12-23 22:41:00,2022-12-23 23:41:00,19,8
11,2022-12-23 22:42:00,2022-12-23 23:42:00,19,8
12,2022-12-23 22:43:00,2022-12-23 23:43:00,19,8
13,2022-12-23 22:44:00,2022-12-23 23:44:00,19,8
14,2022-12-23 22:45:00,2022-12-23 23:45:00,19,8
15,2022-12-23 22:46:00,2022-12-23 23:46:00,19,8
16,2022-12-23 22:47:00,2022-12-23 23:47:00,19,8
17,2022-12-23 22:48:00,2022-12-23 23:48:00,19,8
18,2022-12-23 22:49:00,2022-12-23 23:49:00,17,8
19,2022-12-23 22:50:00,2022-12-23 23:50:00,17,8
20,2022-12-23 22:51:00,2022-12-23 23:51:00,17,8
21,2022-12-23 22:52:00,2022-12-23 23:52:00,17,8
22,2022-12-23 22:53:00,2022-12-23 23:53:00,17,8
23,2022-12-23 22:54:00,2022-12-23 23:54:00,17,8
24,2022-12-23 22:55:00,2022-12-23 23:55:00,17,8
25,2022-12-23 22:56:00,2022-12-23 23:56:00,0,8
26,2022-12-23 22:57:00,2022-12-23 23:57:00,0,8
27,2022-12-23 22:58:00,2022-12-23 23:58:00,0,8
28,2022-12-23 22:59:00,2022-12-23 23:59:00,17,8
29,2022-12-23 23:00:00,2022-12-24 00:00:00,17,8
30,2022-12-23 23:01:00,2022-12-24 00:01:00,17,8
31,2022-12-23 23:02:00,2022-12-24 00:02:00,17,8
32,2022-12-23 23:03:00,2022-12-24 00:03:00,17,8
33,2022-12-23 23:04:00,2022-12-24 00:04:00,17,7
34,2022-12-23 23:05:00,2022-12-24 00:05:00,17,7
35,2022-12-23 23:06:00,2022-12-24 00:06:00,17,7
36,2022-12-23 23:07:00,2022-12-24 00:07:00,17,7
37,2022-12-23 23:08:00,2022-12-24 00:08:00,17,7
38,2022-12-23 23:09:00,2022-12-24 00:09:00,18,7
39,2022-12-23 23:10:00,2022-12-24 00:10:00,18,7
40,2022-12-23 23:11:00,2022-12-24 00:11:00,18,7
41,2022-12-23 23:12:00,2022-12-24 00:12:00,18,7
42,2022-12-23 23:13:00,2022-12-24 00:13:00,18,7
43,2022-12-23 23:14:00,2022-12-24 00:14:00,18,7
44,2022-12-23 23:15:00,2022-12-24 00:15:00,3,7
45,2022-12-23 23:16:00,2022-12-24 00:16:00,4,7
46,2022-12-23 23:17:00,2022-12-24 00:17:00,4,7
47,2022-12-23 23:18:00,2022-12-24 00:18:00,4,7
48,2022-12-23 23:19:00,2022-12-24 00:19:00,4,7
49,2022-12-23 23:20:00,2022-12-24 00:20:00,4,7
50,2022-12-23 23:21:00,2022-12-24 00:21:00,17,7
51,2022-12-23 23:22:00,2022-12-24 00:22:00,17,7
52,2022-12-23 23:23:00,2022-12-24 00:23:00,17,7
53,2022-12-23 23:24:00,2022-12-24 00:24:00,17,7
54,2022-12-23 23:25:00,2022-12-24 00:25:00,17,7
55,2022-12-23 23:26:00,2022-12-24 00:26:00,3,7
56,2022-12-23 23:27:00,2022-12-24 00:27:00,3,7
57,2022-12-23 23:28:00,2022-12-24 00:28:00,4,7
58,2022-12-23 23:29:00,2022-12-24 00:29:00,3,7
59,2022-12-23 23:30:00,2022-12-24 00:30:00,3,7
60,2022-12-23 23:31:00,2022-12-24 00:31:00,3,7
61,2022-12-23 23:32:00,2022-12-24 00:32:00,3,7
62,2022-12-23 23:33:00,2022-12-24 00:33:00,3,7
63,2022-12-23 23:34:00,2022-12-24 00:34:00,3,7
64,2022-12-23 23:35:00,2022-12-24 00:35:00,3,7
65,2022-12-23 23:36:00,2022-12-24 00:36:00,18,7
66,2022-12-23 23:37:00,2022-12-24 00:37:00,18,7
67,2022-12-23 23:38:00,2022-12-24 00:38:00,18,7
68,2022-12-23 23:39:00,2022-12-24 00:39:00,18,7
69,2022-12-23 23:40:00,2022-12-24 00:40:00,18,7
70,2022-12-23 23:41:00,2022-12-24 00:41:00,3,7
71,2022-12-23 23:42:00,2022-12-24 00:42:00,3,7
72,2022-12-23 23:43:00,2022-12-24 00:43:00,3,7
73,2022-12-23 23:44:00,2022-12-24 00:44:00,3,7
74,2022-12-23 23:45:00,2022-12-24 00:45:00,4,7
75,2022-12-23 23:46:00,2022-12-24 00:46:00,4,7
76,2022-12-23 23:47:00,2022-12-24 00:47:00,18,7
77,2022-12-23 23:48:00,2022-12-24 00:48:00,18,7
78,2022-12-23 23:49:00,2022-12-24 00:49:00,18,7
79,2022-12-23 23:50:00,2022-12-24 00:50:00,18,7
80,2022-12-23 23:51:00,2022-12-24 00:51:00,18,7
81,2022-12-23 23:52:00,2022-12-24 00:52:00,18,7
82,2022-12-23 23:53:00,2022-12-24 00:53:00,18,7
83,2022-12-23 23:54:00,2022-12-24 00:54:00,18,7
84,2022-12-23 23:55:00,2022-12-24 00:55:00,18,7
85,2022-12-23 23:56:00,2022-12-24 00:56:00,18,7
86,2022-12-23 23:57:00,2022-12-24 00:57:00,19,7
87,2022-12-23 23:58:00,2022-12-24 00:58:00,19,7
88,2022-12-23 23:59:00,2022-12-24 00:59:00,20,7
89,2022-12-24 00:00:00,2022-12-24 01:00:00,21,7
90,2022-12-24 00:01:00,2022-12-24 01:01:00,21,7
91,2022-12-24 00:02:00,2022-12-24 01:02:00,21,7
92,2022-12-24 00:03:00,2022-12-24 01:03:00,22,7
93,2022-12-24 00:04:00,2022-12-24 01:04:00,18,7
94,2022-12-24 00:05:00,2022-12-24 01:05:00,22,7
95,2022-12-24 00:06:00,2022-12-24 01:06:00,23,7
96,2022-12-24 00:07:00,2022-12-24 01:07:00,23,7
97,2022-12-24 00:08:00,2022-12-24 01:08:00,24,7
98,2022-12-24 00:09:00,2022-12-24 01:09:00,24,7
99,2022-12-24 00:10:00,2022-12-24 01:10:00,24,7
100,2022-12-24 00:11:00,2022-12-24 01:11:00,24,7
101,2022-12-24 00:12:00,2022-12-24 01:12:00,24,7
102,2022-12-24 00:13:00,2022-12-24 01:13:00,25,7
103,2022-12-24 00:14:00,2022-12-24 01:14:00,25,7
104,2022-12-24 00:15:00,2022-12-24 01:15:00,30,7
105,2022-12-24 00:16:00,2022-12-24 01:16:00,30,7
106,2022-12-24 00:17:00,2022-12-24 01:17:00,30,8
107,2022-12-24 00:18:00,2022-12-24 01:18:00,30,8
