,Start,Stop,Pearson,hourly-position,hourly-velocity,expected-arrival
619,2015-11-11 10:55:00,2015-11-11 11:54:00,0.6083832461457439,324394.9990508475,-677.1389830508474,7
620,2015-11-11 10:56:00,2015-11-11 11:55:00,0.6392735982194158,324412.47338983056,-677.0677966101694,7
621,2015-11-11 10:57:00,2015-11-11 11:56:00,0.661273464029854,324371.346779661,-676.7745762711864,7
622,2015-11-11 10:58:00,2015-11-11 11:57:00,0.6925504287158077,324357.02296610165,-676.5050847457628,7
623,2015-11-11 10:59:00,2015-11-11 11:58:00,0.7124824859862484,324360.85652542376,-676.2084745762711,7
624,2015-11-11 11:00:00,2015-11-11 11:59:00,0.7507158857632968,324368.7955762713,-675.757627118644,8
625,2015-11-11 11:01:00,2015-11-11 12:00:00,0.7641886336774238,324405.7049661018,-675.3525423728813,8
626,2015-11-11 11:02:00,2015-11-11 12:01:00,0.7812262527570122,324424.02233898314,-674.8118644067797,8
627,2015-11-11 11:03:00,2015-11-11 12:02:00,0.793024980338359,324433.47683050844,-674.2983050847458,8
628,2015-11-11 11:04:00,2015-11-11 12:03:00,0.8079045388022918,324450.28822033893,-673.9542372881358,8
629,2015-11-11 11:05:00,2015-11-11 12:04:00,0.8134519318605817,324457.15889830515,-673.5830508474578,8
630,2015-11-11 11:06:00,2015-11-11 12:05:00,0.8259541160645194,324460.5785593221,-673.1864406779662,8
631,2015-11-11 11:07:00,2015-11-11 12:06:00,0.8228917289233768,324473.51950847456,-672.8474576271186,8
632,2015-11-11 11:08:00,2015-11-11 12:07:00,0.8236709135752478,324497.0662881356,-672.5000000000001,8
633,2015-11-11 11:09:00,2015-11-11 12:08:00,0.8273063601376294,324527.97635593225,-672.1338983050847,8
634,2015-11-11 11:10:00,2015-11-11 12:09:00,0.8167689166532782,324574.90076271194,-671.9118644067796,8
635,2015-11-11 11:11:00,2015-11-11 12:10:00,0.7277063857920639,324669.1902542374,-671.8118644067796,8
636,2015-11-11 11:12:00,2015-11-11 12:11:00,0.7063198444532879,324745.9848305084,-671.5999999999999,8
637,2015-11-11 11:13:00,2015-11-11 12:12:00,0.7168444580672533,324821.5009322034,-671.3067796610169,8
638,2015-11-11 11:14:00,2015-11-11 12:13:00,0.7450173354618027,324881.68625423725,-671.2220338983051,8
639,2015-11-11 11:15:00,2015-11-11 12:14:00,0.803751558888796,324929.7849830509,-670.8847457627116,8
640,2015-11-11 11:16:00,2015-11-11 12:15:00,0.8262459959768551,324976.61015254236,-670.5966101694913,8
641,2015-11-11 11:17:00,2015-11-11 12:16:00,0.8211567630710157,325012.43422033894,-670.1186440677965,8
642,2015-11-11 11:18:00,2015-11-11 12:17:00,0.7777756788794348,325049.14750847453,-669.9406779661016,8
643,2015-11-11 11:19:00,2015-11-11 12:18:00,0.7479486294312604,325088.91567796614,-669.7711864406779,8
644,2015-11-11 11:20:00,2015-11-11 12:19:00,0.74064257968463,325125.2543220339,-669.6593220338982,8
645,2015-11-11 11:21:00,2015-11-11 12:20:00,0.7433172872700087,325168.9741525424,-669.508474576271,8
646,2015-11-11 11:22:00,2015-11-11 12:21:00,0.7438605218911427,325204.94177966105,-669.4576271186439,8
647,2015-11-11 11:23:00,2015-11-11 12:22:00,0.7356865062705578,325225.59340677963,-669.357627118644,8
648,2015-11-11 11:24:00,2015-11-11 12:23:00,0.7303651664376064,325244.97967796616,-669.2491525423728,8
649,2015-11-11 11:25:00,2015-11-11 12:24:00,0.7316917865612067,325273.91510169493,-669.1728813559322,8
650,2015-11-11 11:26:00,2015-11-11 12:25:00,0.7452856147685347,325297.26567796606,-669.0067796610168,8
651,2015-11-11 11:27:00,2015-11-11 12:26:00,0.7443867909452155,325315.0333050847,-668.8271186440677,8
652,2015-11-11 11:28:00,2015-11-11 12:27:00,0.7337306215890498,325316.407440678,-668.6593220338983,8
653,2015-11-11 11:29:00,2015-11-11 12:28:00,0.7262496433038976,325312.20127118647,-668.4983050847458,8
654,2015-11-11 11:30:00,2015-11-11 12:29:00,0.7167021958581522,325316.468220339,-668.386440677966,8
655,2015-11-11 11:31:00,2015-11-11 12:30:00,0.7072530441217078,325328.12879661017,-668.2779661016949,8
656,2015-11-11 11:32:00,2015-11-11 12:31:00,0.6972835949966169,325343.9425423729,-668.1864406779661,8
657,2015-11-11 11:33:00,2015-11-11 12:32:00,0.682402190965594,325361.74762711866,-668.0694915254238,8
658,2015-11-11 11:34:00,2015-11-11 12:33:00,0.6725487938618392,325382.6265254237,-667.9050847457628,8
659,2015-11-11 11:35:00,2015-11-11 12:34:00,0.6700823139832014,325406.58001694916,-667.7525423728814,8
660,2015-11-11 11:36:00,2015-11-11 12:35:00,0.6648213167884631,325431.4466271186,-667.5847457627119,8
661,2015-11-11 11:37:00,2015-11-11 12:36:00,0.6578900060066865,325461.55249152536,-667.3796610169492,8
662,2015-11-11 11:38:00,2015-11-11 12:37:00,0.6491129911886228,325499.05920338986,-667.1355932203392,8
663,2015-11-11 11:39:00,2015-11-11 12:38:00,0.6398325209242695,325535.3209322034,-666.8559322033898,8
664,2015-11-11 11:40:00,2015-11-11 12:39:00,0.6201058840362115,325557.36645762715,-666.5610169491525,8
665,2015-11-11 11:41:00,2015-11-11 12:40:00,0.6019593225138868,325573.84479661006,-666.2728813559322,8
666,2015-11-11 11:42:00,2015-11-11 12:41:00,0.5839333728918682,325599.8907457627,-665.9932203389831,8
667,2015-11-11 11:43:00,2015-11-11 12:42:00,0.5769485652940113,325631.1815254237,-665.7050847457626,8
668,2015-11-11 11:44:00,2015-11-11 12:43:00,0.5463569425729583,325657.98976271186,-665.5542372881356,8
669,2015-11-11 11:45:00,2015-11-11 12:44:00,0.528949023148983,325678.1534237288,-665.3355932203389,8
670,2015-11-11 11:46:00,2015-11-11 12:45:00,0.4921149126740934,325701.40291525424,-665.1169491525424,8
671,2015-11-11 11:47:00,2015-11-11 12:46:00,0.450811957285611,325725.57705084747,-664.8983050847457,8
672,2015-11-11 11:48:00,2015-11-11 12:47:00,0.3869096315824443,325755.000779661,-664.7016949152543,8
673,2015-11-11 11:49:00,2015-11-11 12:48:00,0.35899413066984975,325797.2434915255,-664.5084745762712,8
674,2015-11-11 11:50:00,2015-11-11 12:49:00,0.3354250291544565,325843.65711864416,-664.3203389830509,8
675,2015-11-11 11:51:00,2015-11-11 12:50:00,0.2838421550189113,325886.6752542374,-664.1322033898305,8
676,2015-11-11 11:52:00,2015-11-11 12:51:00,0.24409913227311617,325927.37915254245,-663.9440677966099,8
677,2015-11-11 11:53:00,2015-11-11 12:52:00,0.20952966491607403,325961.4467118644,-663.7559322033896,8
678,2015-11-11 11:54:00,2015-11-11 12:53:00,0.1928303664632915,326008.33769491524,-663.6186440677965,8
679,2015-11-11 11:55:00,2015-11-11 12:54:00,0.20359037579733608,326074.53932203393,-663.4864406779659,8
680,2015-11-11 11:56:00,2015-11-11 12:55:00,0.21311959580882084,326150.32118644076,-663.4033898305084,8
681,2015-11-11 11:57:00,2015-11-11 12:56:00,0.2265682137257786,326194.60559322033,-663.3,8
682,2015-11-11 11:58:00,2015-11-11 12:57:00,0.20979360119541532,326240.9063728814,-663.228813559322,8
683,2015-11-11 11:59:00,2015-11-11 12:58:00,0.17786371901422252,326269.76494915254,-663.0694915254238,8
684,2015-11-11 12:00:00,2015-11-11 12:59:00,0.14718637178020477,326284.42569491535,-662.871186440678,8
685,2015-11-11 12:01:00,2015-11-11 13:00:00,0.1498724234385463,326310.8346101695,-662.742372881356,8
686,2015-11-11 12:02:00,2015-11-11 13:01:00,0.14380207944667409,326342.5062033899,-662.5694915254237,8
687,2015-11-11 12:03:00,2015-11-11 13:02:00,0.1812034108115052,326369.7112881355,-662.3983050847456,8
688,2015-11-11 12:04:00,2015-11-11 13:03:00,0.2166279217500179,326407.5865423728,-662.2508474576271,8
689,2015-11-11 12:05:00,2015-11-11 13:04:00,0.24662233156285096,326444.24003389827,-662.128813559322,8
690,2015-11-11 12:06:00,2015-11-11 13:05:00,0.2737902846762602,326466.70054237294,-662.0525423728814,8
691,2015-11-11 12:07:00,2015-11-11 13:06:00,0.30177486126692976,326500.9143728813,-661.9830508474575,8
692,2015-11-11 12:08:00,2015-11-11 13:07:00,0.32646834093328597,326534.99040677963,-661.8813559322033,8
693,2015-11-11 12:09:00,2015-11-11 13:08:00,0.34422758861531244,326561.36261016945,-661.7796610169491,8
694,2015-11-11 12:10:00,2015-11-11 13:09:00,0.38236486644035966,326555.1668474577,-661.6779661016948,8
695,2015-11-11 12:11:00,2015-11-11 13:10:00,0.407568992142674,326547.75379661017,-661.6067796610168,8
696,2015-11-11 12:12:00,2015-11-11 13:11:00,0.4449587135620252,326533.7187118644,-661.5338983050848,8
697,2015-11-11 12:13:00,2015-11-11 13:12:00,0.4567103568709452,326523.8740677966,-661.442372881356,8
698,2015-11-11 12:14:00,2015-11-11 13:13:00,0.3767299748517721,326546.3276271187,-661.3220338983051,8
699,2015-11-11 12:15:00,2015-11-11 13:14:00,0.36006652268031797,326568.6480508474,-661.1966101694915,8
700,2015-11-11 12:16:00,2015-11-11 13:15:00,0.359520938692762,326595.1601864407,-661.1322033898306,8
701,2015-11-11 12:17:00,2015-11-11 13:16:00,0.3591043063248475,326621.542559322,-661.0796610169491,8
702,2015-11-11 12:18:00,2015-11-11 13:17:00,0.35917076703492445,326651.0370338983,-661.0711864406779,8
703,2015-11-11 12:19:00,2015-11-11 13:18:00,0.35474026290273136,326679.3202542373,-661.0440677966102,8
704,2015-11-11 12:20:00,2015-11-11 13:19:00,0.3751649516976276,326721.52694915247,-660.9847457627117,8
705,2015-11-11 12:21:00,2015-11-11 13:20:00,0.3728659943082761,326751.7144067796,-660.9169491525422,8
706,2015-11-11 12:22:00,2015-11-11 13:21:00,0.3724843673554934,326801.2318644068,-660.8779661016948,8
707,2015-11-11 12:23:00,2015-11-11 13:22:00,0.3671705720221183,326838.73152542365,-660.8576271186441,8
708,2015-11-11 12:24:00,2015-11-11 13:23:00,0.3852574176580422,326880.42745762714,-660.7813559322034,8
709,2015-11-11 12:25:00,2015-11-11 13:24:00,0.39857741037929356,326932.8093220339,-660.784745762712,8
710,2015-11-11 12:26:00,2015-11-11 13:25:00,0.4076414361483383,326985.0651525423,-660.828813559322,8
711,2015-11-11 12:27:00,2015-11-11 13:26:00,0.43268993791168103,327059.89871186437,-660.8169491525423,8
712,2015-11-11 12:28:00,2015-11-11 13:27:00,0.44872562473031763,327133.52589830506,-660.9033898305086,8
713,2015-11-11 12:29:00,2015-11-11 13:28:00,0.4624755341942026,327200.54396610166,-661.013559322034,8
714,2015-11-11 12:30:00,2015-11-11 13:29:00,0.4763939264741947,327263.1155084745,-661.0610169491525,8
715,2015-11-11 12:31:00,2015-11-11 13:30:00,0.494261958338283,327317.9965932203,-661.0915254237287,8
716,2015-11-11 12:32:00,2015-11-11 13:31:00,0.5042624085330406,327375.9993050847,-661.0864406779659,8
717,2015-11-11 12:33:00,2015-11-11 13:32:00,0.5032077325099619,327420.90693220333,-661.0457627118643,8
718,2015-11-11 12:34:00,2015-11-11 13:33:00,0.4888723055671766,327439.7500847458,-660.9966101694915,8
719,2015-11-11 12:35:00,2015-11-11 13:34:00,0.4636176171537704,327458.47366101696,-660.9474576271186,8
720,2015-11-11 12:36:00,2015-11-11 13:35:00,0.4609475399749456,327478.15915254236,-660.8898305084746,8
721,2015-11-11 12:37:00,2015-11-11 13:36:00,0.45189678666305194,327506.3740677965,-660.8525423728814,8
722,2015-11-11 12:38:00,2015-11-11 13:37:00,0.4491756392583386,327512.8498135593,-660.8440677966103,8
723,2015-11-11 12:39:00,2015-11-11 13:38:00,0.44448595431498605,327541.9093728814,-660.8474576271187,8
724,2015-11-11 12:40:00,2015-11-11 13:39:00,0.45587166186495837,327565.4466271187,-660.8372881355933,8
725,2015-11-11 12:41:00,2015-11-11 13:40:00,0.441937314585436,327573.7335932203,-660.7135593220339,8
