,Start,Stop,Pearson,expected-arrival
0,2015-11-11 00:36:00,2015-11-11 01:36:00,0,8
1,2015-11-11 00:37:00,2015-11-11 01:37:00,0,8
2,2015-11-11 00:38:00,2015-11-11 01:38:00,0,8
3,2015-11-11 00:39:00,2015-11-11 01:39:00,0,8
4,2015-11-11 00:40:00,2015-11-11 01:40:00,0,8
5,2015-11-11 00:41:00,2015-11-11 01:41:00,0,8
6,2015-11-11 00:42:00,2015-11-11 01:42:00,0,8
7,2015-11-11 00:43:00,2015-11-11 01:43:00,0,8
8,2015-11-11 00:44:00,2015-11-11 01:44:00,0,8
9,2015-11-11 00:45:00,2015-11-11 01:45:00,0,8
10,2015-11-11 00:46:00,2015-11-11 01:46:00,0,8
11,2015-11-11 00:47:00,2015-11-11 01:47:00,0,8
12,2015-11-11 00:48:00,2015-11-11 01:48:00,0,8
13,2015-11-11 00:49:00,2015-11-11 01:49:00,0,8
14,2015-11-11 00:50:00,2015-11-11 01:50:00,0,8
15,2015-11-11 00:51:00,2015-11-11 01:51:00,0,8
16,2015-11-11 00:52:00,2015-11-11 01:52:00,0,8
17,2015-11-11 00:53:00,2015-11-11 01:53:00,0,8
18,2015-11-11 00:54:00,2015-11-11 01:54:00,0,8
19,2015-11-11 00:55:00,2015-11-11 01:55:00,0,8
20,2015-11-11 00:56:00,2015-11-11 01:56:00,0,8
21,2015-11-11 00:57:00,2015-11-11 01:57:00,0,8
22,2015-11-11 00:58:00,2015-11-11 01:58:00,0,8
23,2015-11-11 00:59:00,2015-11-11 01:59:00,0,8
24,2015-11-11 01:00:00,2015-11-11 02:00:00,0,8
25,2015-11-11 01:01:00,2015-11-11 02:01:00,0,8
26,2015-11-11 01:02:00,2015-11-11 02:02:00,0,8
27,2015-11-11 01:03:00,2015-11-11 02:03:00,0,8
28,2015-11-11 01:04:00,2015-11-11 02:04:00,0,8
29,2015-11-11 01:05:00,2015-11-11 02:05:00,0,8
30,2015-11-11 01:06:00,2015-11-11 02:06:00,0,8
31,2015-11-11 01:07:00,2015-11-11 02:07:00,0,8
32,2015-11-11 01:08:00,2015-11-11 02:08:00,0,8
33,2015-11-11 01:09:00,2015-11-11 02:09:00,0,8
34,2015-11-11 01:10:00,2015-11-11 02:10:00,0,8
35,2015-11-11 01:11:00,2015-11-11 02:11:00,0,8
36,2015-11-11 01:12:00,2015-11-11 02:12:00,0,8
37,2015-11-11 01:13:00,2015-11-11 02:13:00,1,8
38,2015-11-11 01:14:00,2015-11-11 02:14:00,25,8
39,2015-11-11 01:15:00,2015-11-11 02:15:00,25,8
40,2015-11-11 01:16:00,2015-11-11 02:16:00,25,8
41,2015-11-11 01:17:00,2015-11-11 02:17:00,25,8
42,2015-11-11 01:18:00,2015-11-11 02:18:00,25,8
43,2015-11-11 01:19:00,2015-11-11 02:19:00,20,8
44,2015-11-11 01:20:00,2015-11-11 02:20:00,20,8
45,2015-11-11 01:21:00,2015-11-11 02:21:00,20,8
46,2015-11-11 01:22:00,2015-11-11 02:22:00,20,8
47,2015-11-11 01:23:00,2015-11-11 02:23:00,20,8
48,2015-11-11 01:24:00,2015-11-11 02:24:00,3,8
49,2015-11-11 01:25:00,2015-11-11 02:25:00,2,8
50,2015-11-11 01:26:00,2015-11-11 02:26:00,3,8
51,2015-11-11 01:27:00,2015-11-11 02:27:00,2,8
52,2015-11-11 01:28:00,2015-11-11 02:28:00,2,8
